CustomerID,Segment,Recency,Frequency,Monetary
15599,Potential Loyalists,27,2,761.74
15601,Champions,11,14,6776.56
15602,Champions,8,9,1297.8700000000001
15603,Lost,79,1,48.480000000000004
15604,Lost,52,1,216.39
15605,Loyal Customers,36,5,1198.23
15606,At Risk,61,9,2920.16
15607,Lost,337,1,104.76
15608,Loyal Customers,28,4,1093.68
15609,Lost,184,1,298.48
15610,Lost,52,1,112.46000000000001
15611,Champions,10,11,1570.45
15612,Potential Loyalists,36,2,195.15
15615,Champions,10,23,10399.74
15618,Loyal Customers,33,4,776.851
15619,Recent Customers,11,1,336.40000000000003
15620,At Risk,57,3,1553.18
15621,Loyal Customers,4,4,1293.03
15622,Loyal Customers,43,9,3709.56
15623,Lost,141,1,301.03
15624,At Risk,117,4,588.13
15625,At Risk,104,4,1534.26
15626,At Risk,75,2,675.8
15628,Champions,5,9,2870.2400000000002
15630,Potential Loyalists,45,2,1186.35
15632,Champions,16,8,3285.31
15634,Recent Customers,17,1,243.55
15636,At Risk,90,2,724.76
15637,Lost,53,1,223.36
15639,Lost,134,1,425.32
15640,Champions,4,15,12416.11
15641,At Risk,105,4,1887.2
15643,Need Attention,192,3,664.0
15644,Need Attention,166,4,803.54
15645,Potential Loyalists,19,1,611.59
15646,Need Attention,158,3,447.64000000000004
15648,Lost,204,2,639.5
15649,Lost,336,2,816.0
15651,Loyal Customers,37,3,646.3
15652,Lost,91,1,337.74
15653,At Risk,93,2,877.4399999999999
15654,Recent Customers,9,2,922.53
15655,Lost,243,1,560.67
15656,Loyal Customers,45,4,748.5
15657,Potential Loyalists,23,1,30.0
15658,Need Attention,190,5,1024.1000000000001
15659,Potential Loyalists,44,1,306.45
15660,Loyal Customers,25,9,1600.86
15661,Lost,317,2,309.8
15663,Lost,106,1,138.14
15664,Potential Loyalists,51,1,386.43
15665,Lost,168,2,2222.21
15667,Potential Loyalists,40,1,301.32
15668,Lost,218,1,76.32000000000001
15669,Loyal Customers,40,4,684.34
15670,Lost,297,1,173.05
15671,Loyal Customers,19,7,2657.13
15673,At Risk,88,4,2726.23
15674,At Risk,73,4,2111.89
15675,At Risk,81,3,323.69
15676,Loyal Customers,19,3,3435.76
15677,Potential Loyalists,49,1,657.23
15678,Lost,53,1,352.7
15679,Loyal Customers,24,4,781.28
15680,Loyal Customers,9,3,1333.68
15681,Loyal Customers,25,5,1426.16
15683,Lost,117,1,193.75
15687,Champions,9,9,2993.1
15689,At Risk,120,2,254.1
15690,Recent Customers,4,2,239.76
15691,Lost,252,1,136.8
15692,Potential Loyalists,28,1,191.04
15694,Champions,1,13,6464.4
15695,Lost,267,2,409.98
15696,Loyal Customers,33,8,2711.11
15699,Recent Customers,18,1,309.65
15700,Lost,172,2,696.68
15701,Loyal Customers,2,4,1529.0
15703,Lost,265,1,211.5
15704,At Risk,140,4,2293.62
15705,Lost,201,1,143.1
15706,At Risk,64,4,1060.56
15707,Loyal Customers,35,4,916.98
15708,Loyal Customers,41,7,3235.25
15709,Lost,284,1,133.25
15712,Champions,9,5,1072.3600000000001
15713,At Risk,143,2,356.7
15714,Recent Customers,12,2,330.03000000000003
15716,Need Attention,146,4,1101.1100000000001
15717,Lost,234,1,150.3
15719,Loyal Customers,33,13,5028.42
15720,Potential Loyalists,24,1,598.73
15721,Recent Customers,12,1,471.40000000000003
15722,Loyal Customers,36,5,2211.21
15723,Lost,365,1,190.7
15724,Lost,201,2,218.25
15725,Recent Customers,15,1,415.25
15727,Champions,17,7,5159.06
15729,Lost,213,1,85.0
15730,At Risk,66,3,1120.88
15732,Lost,212,2,294.12
15733,Lost,283,1,162.3
15734,At Risk,115,2,1339.45
15737,Champions,15,8,1188.1200000000001
15738,Loyal Customers,19,16,4812.42
15739,Lost,66,1,449.12
15740,Potential Loyalists,49,1,154.88
15743,Loyal Customers,16,4,775.96
15744,Lost,78,1,34.8
15745,Loyal Customers,19,4,1094.59
15746,Lost,134,1,196.88
15747,Loyal Customers,13,3,946.64
15748,Potential Loyalists,40,1,144.36
15749,Need Attention,235,3,44534.3
15750,Champions,3,8,2463.05
15752,Loyal Customers,40,7,2626.6
15753,Lost,305,1,79.2
15754,Loyal Customers,51,3,458.57
15755,Champions,10,6,2364.25
15756,At Risk,61,4,528.01
15757,At Risk,66,2,714.42
15758,Potential Loyalists,25,1,205.25
15759,Need Attention,218,3,253.04
15762,At Risk,65,2,583.75
15763,Potential Loyalists,32,2,1086.92
15764,At Risk,88,6,3279.97
15766,Lost,64,1,315.06
15768,At Risk,116,3,621.8299999999999
15769,Champions,7,26,56252.72
15773,Recent Customers,6,1,635.6800000000001
15774,Lost,69,1,270.8
15775,Lost,245,1,104.9
15776,Lost,133,1,241.62
15777,Need Attention,241,4,1047.11
15780,Need Attention,184,3,475.28000000000003
15781,Loyal Customers,25,3,345.46
15782,Loyal Customers,10,3,2614.7400000000002
15783,Recent Customers,11,1,246.3
15785,Loyal Customers,33,5,2328.9700000000003
15786,Loyal Customers,46,3,4919.0
15787,Loyal Customers,26,3,933.26
15789,Lost,358,1,351.3
15790,Recent Customers,10,1,218.75
15791,Potential Loyalists,44,2,1612.69
15793,Loyal Customers,15,3,965.61
15795,Lost,150,1,610.01
15796,Champions,1,8,2707.61
15797,At Risk,113,3,2192.4
15799,At Risk,76,3,884.14
15800,At Risk,107,2,696.89
15801,Loyal Customers,46,3,1063.95
15803,Potential Loyalists,51,1,415.82000000000005
15804,Champions,1,13,4206.39
15805,Loyal Customers,23,17,5488.18
15806,Loyal Customers,46,3,784.58
15807,Loyal Customers,50,3,903.9
15808,Need Attention,306,4,3651.27
15809,Loyal Customers,36,5,515.77
15810,At Risk,79,4,1391.98
15811,Loyal Customers,22,6,2218.62
15812,At Risk,107,5,1801.14
15813,Lost,208,2,1303.9099999999999
15814,Loyal Customers,17,4,1945.33
15815,At Risk,64,5,2100.6
15819,Loyal Customers,49,4,1905.45
15820,Lost,320,1,206.98
15821,Potential Loyalists,44,2,570.96
15822,Recent Customers,3,2,885.47
15825,Lost,172,1,532.94
15826,At Risk,56,3,1654.31
15827,At Risk,73,14,1836.0900000000001
15829,At Risk,99,2,636.14
15830,Potential Loyalists,38,1,576.0
15831,At Risk,58,3,794.64
15832,Lost,254,1,836.79
15834,At Risk,70,4,2222.65
15835,Loyal Customers,44,4,954.09
15836,Potential Loyalists,50,1,137.37
15837,Lost,65,1,391.98
15838,Champions,11,19,33643.08
15839,Loyal Customers,33,3,1048.49
15840,At Risk,59,2,355.56
15841,At Risk,73,4,1224.06
15843,Lost,304,1,118.95000000000002
15844,Potential Loyalists,46,1,130.73999999999998
15845,Champions,18,8,3711.77
15847,Potential Loyalists,38,2,389.27
15850,Potential Loyalists,19,2,234.88
15852,Lost,187,2,160.71
15853,Lost,52,1,110.8
15854,Champions,4,12,2969.12
15855,At Risk,137,5,712.24
15856,Champions,4,27,16142.380000000001
15857,Potential Loyalists,19,1,297.0
15858,Champions,16,5,1427.57
15860,Loyal Customers,41,8,965.16
15861,Champions,12,8,3146.92
15862,Loyal Customers,8,4,832.88
15863,Potential Loyalists,26,2,68.84
15864,Loyal Customers,22,6,1936.3200000000002
15865,Loyal Customers,41,3,895.13
15866,Lost,101,1,211.89
15867,Champions,5,15,3803.6
15869,Lost,277,2,149.64
15870,Potential Loyalists,33,1,351.44
15872,Recent Customers,15,2,316.25
15874,At Risk,64,7,4405.88
15877,Recent Customers,2,2,490.33
15880,Lost,369,1,329.03000000000003
15881,Need Attention,312,5,501.39000000000004
15882,Need Attention,199,4,514.08
15883,Recent Customers,2,2,396.48
15885,Lost,93,1,349.35
15886,Lost,60,1,181.09
15888,Lost,81,1,162.64
15889,Lost,157,2,400.77
15891,Lost,227,1,509.13
15894,Lost,253,2,257.6
15895,Lost,150,1,179.17
15897,Lost,194,2,208.59
15898,Champions,1,5,1383.83
15899,Lost,369,1,56.25
15900,Potential Loyalists,24,1,337.28
15901,Loyal Customers,17,3,349.75
15903,Champions,10,7,5126.76
15904,Recent Customers,8,1,164.68
15906,Loyal Customers,20,7,1567.69
15907,Loyal Customers,4,3,881.87
15909,Lost,174,1,191.94
15910,Champions,1,8,1228.88
15912,Lost,178,2,264.62
15916,Champions,16,8,1502.8600000000001
15917,Lost,248,1,123.1
15918,Lost,191,2,334.23
15919,Potential Loyalists,20,2,525.69
15920,Need Attention,154,3,163.55
15921,Lost,173,1,323.03000000000003
15922,Lost,373,1,369.5
15923,Lost,373,1,127.08
15925,Lost,194,1,207.15
15930,Lost,67,1,426.63
15932,Champions,4,8,2495.87
15933,Loyal Customers,21,3,1107.46
15935,Lost,239,1,108.03999999999999
15937,Lost,64,1,145.35
15938,At Risk,112,5,404.58
15939,At Risk,90,14,6100.01
15940,Lost,311,1,35.8
15942,Lost,134,1,337.44
15944,Lost,277,1,325.1
15945,Lost,365,1,181.0
15947,Lost,83,1,1708.24
15948,Recent Customers,8,2,955.24
15949,Recent Customers,17,2,364.72
15950,Loyal Customers,32,4,1744.71
15951,Recent Customers,9,2,708.22
15952,Loyal Customers,34,4,781.91
15953,Champions,15,8,1657.28
15955,Loyal Customers,24,14,4416.26
15957,Potential Loyalists,32,1,428.89
15958,Lost,74,1,104.35
15963,Potential Loyalists,20,2,470.76
15965,Loyal Customers,17,4,808.87
15967,Potential Loyalists,23,2,397.68
15969,Loyal Customers,3,3,666.1
15970,Lost,304,1,314.1
15971,Champions,18,12,4194.9
15973,Lost,367,1,307.82000000000005
15974,Loyal Customers,39,7,3442.15
15975,Lost,84,1,371.01
15976,Lost,165,2,427.64
15977,Recent Customers,17,2,1054.73
15978,Lost,77,1,1098.78
15980,At Risk,89,3,2398.86
15981,Loyal Customers,25,8,3408.48
15983,Loyal Customers,22,4,1465.12
15984,Champions,3,10,2780.63
15985,At Risk,123,2,1142.42
15986,Potential Loyalists,30,1,168.12
15987,Champions,12,7,1432.77
15988,Potential Loyalists,19,1,156.78
15990,Potential Loyalists,44,2,792.11
15992,Recent Customers,4,1,41.989999999999995
15993,Champions,9,7,2768.97
15994,Lost,55,1,414.27
15996,At Risk,88,6,1032.58
15998,Loyal Customers,37,5,3080.22
16000,Loyal Customers,3,3,12393.7
16003,Loyal Customers,30,5,2735.37
16005,Loyal Customers,12,4,578.71
16006,Lost,211,1,101.4
16007,Loyal Customers,48,4,1693.81
16008,Loyal Customers,24,3,478.78
16009,Loyal Customers,22,4,972.11
16010,Need Attention,246,3,392.4
16011,Champions,8,16,3352.96
16012,Loyal Customers,35,3,1415.29
16013,Champions,4,47,37130.6
16014,Loyal Customers,38,3,646.83
16015,Loyal Customers,4,3,704.26
16016,Champions,3,8,1465.51
16017,Potential Loyalists,47,1,211.88
16018,Potential Loyalists,39,2,408.90000000000003
16019,Loyal Customers,47,9,3786.2400000000002
16020,Loyal Customers,17,3,851.01
16022,Lost,260,1,602.63
16023,Loyal Customers,46,3,719.81
16024,Recent Customers,12,1,245.75
16025,Potential Loyalists,30,1,439.65999999999997
16026,Potential Loyalists,43,1,236.09
16027,At Risk,92,6,934.62
16029,Loyal Customers,39,62,72708.09
16030,Lost,310,1,331.24
16031,At Risk,92,2,547.9
16033,Champions,6,20,8778.82
16034,Need Attention,196,3,437.7
16036,At Risk,87,2,758.92
16037,Need Attention,270,3,855.02
16038,Loyal Customers,8,3,471.78000000000003
16040,At Risk,65,3,1313.55
16041,Loyal Customers,31,3,3166.4
16042,Loyal Customers,22,5,1177.47
16043,Loyal Customers,38,4,773.99
16045,At Risk,120,4,1340.7
16048,Lost,373,2,256.44
16049,Loyal Customers,40,3,1074.81
16050,Lost,174,1,137.9
16052,Lost,54,1,362.06
16053,Potential Loyalists,33,2,1511.95
16054,Lost,145,1,783.9
16055,Lost,221,1,134.8
16056,Potential Loyalists,45,1,650.75
16057,Champions,16,7,2263.12
16059,At Risk,66,6,1453.16
16062,Loyal Customers,10,4,1153.62
16063,Lost,260,1,335.32
16065,Lost,365,1,367.14
16066,Champions,17,5,1521.04
16070,Potential Loyalists,22,2,852.15
16071,Potential Loyalists,45,1,326.24
16072,Lost,288,1,584.3199999999999
16073,Lost,297,1,122.39999999999999
16076,Champions,3,10,2234.73
16078,Lost,284,1,79.2
16079,Loyal Customers,17,3,1352.0
16080,At Risk,82,2,217.16
16081,At Risk,56,5,2799.42
16083,At Risk,101,2,1317.62
16084,Lost,299,1,436.18
16085,Loyal Customers,23,5,981.51
16086,At Risk,59,5,1121.39
16091,Lost,155,2,315.06
16092,At Risk,115,3,817.86
16093,Lost,107,1,17.0
16094,Loyal Customers,12,4,1078.23
16096,Lost,264,1,320.62
16097,Lost,240,1,185.04999999999998
16098,At Risk,88,7,2005.63
16099,Loyal Customers,50,3,731.9
16101,Lost,71,1,1290.7
16102,Loyal Customers,42,3,1842.14
16103,Champions,7,6,1429.64
16104,Lost,62,1,298.21
16105,Lost,249,1,336.96
16106,Lost,66,1,108.38
16107,Champions,18,7,3204.1600000000003
16108,Lost,85,1,842.5
16109,Lost,219,2,611.88
16110,Loyal Customers,45,3,1320.95
16112,At Risk,143,4,195.73999999999998
16113,Lost,183,1,161.38
16114,Lost,171,1,135.75000000000003
16115,Champions,10,8,1660.8799999999999
16116,Lost,212,1,612.78
16117,Lost,190,1,232.21
16119,Recent Customers,8,2,423.36
16120,At Risk,59,4,1309.14
16121,At Risk,57,2,854.66
16122,At Risk,73,4,684.4200000000001
16123,Lost,52,1,307.78
16124,Lost,317,1,249.0
16125,Lost,367,1,289.35
16126,Loyal Customers,29,4,6287.77
16127,Potential Loyalists,39,1,656.25
16128,Champions,18,5,1880.22
16131,At Risk,52,6,3506.54
16133,Champions,4,33,14589.04
16134,Potential Loyalists,22,2,618.09
16135,Lost,263,1,517.55
16136,At Risk,60,3,709.38
16139,Loyal Customers,19,3,635.41
16140,At Risk,66,2,725.18
16141,Lost,88,1,620.4
16142,Lost,250,1,535.34
16143,Champions,3,6,2424.94
16144,Lost,247,1,175.2
16145,Champions,9,11,3799.4900000000002
16146,Need Attention,157,3,734.13
16147,Lost,134,1,375.0
16148,Lost,296,1,76.32000000000001
16149,Recent Customers,5,2,280.52
16150,Loyal Customers,43,5,2053.02
16152,Lost,269,1,1829.04
16153,Loyal Customers,50,5,1824.23
16156,Champions,9,9,3092.04
16157,Loyal Customers,16,3,656.69
16159,Lost,282,1,348.2
16160,At Risk,65,2,1025.44
16161,Champions,2,19,5533.67
16162,Lost,252,1,37.4
16163,Lost,232,2,856.6
16164,Loyal Customers,17,3,822.48
16168,Champions,11,27,3787.6
16169,Loyal Customers,8,4,1822.97
16170,Loyal Customers,51,6,1885.05
16171,Lost,59,1,73.2
16172,At Risk,95,5,1140.21
16173,Champions,16,6,1418.32
16174,At Risk,126,3,1009.5500000000001
16175,At Risk,94,4,1037.59
16177,Potential Loyalists,50,1,331.95
16178,Lost,138,1,197.9
16179,Lost,61,1,215.83
16180,At Risk,100,8,10254.18
16181,Lost,73,1,305.54
16182,At Risk,72,4,6617.65
16183,Lost,67,1,338.71000000000004
16184,At Risk,64,6,1158.79
16185,Recent Customers,17,2,529.41
16186,Loyal Customers,23,12,4006.94
16187,Loyal Customers,32,15,6911.4400000000005
16188,Loyal Customers,45,4,981.86
16189,Recent Customers,16,2,215.48
16190,Potential Loyalists,40,1,215.08
16191,Champions,3,13,5180.52
16193,Lost,237,1,314.45
16198,Lost,75,1,400.68100000000004
16200,Recent Customers,4,2,1068.8700000000001
16201,Loyal Customers,3,4,1863.47
16202,Lost,361,1,365.27
16203,At Risk,59,4,592.9
16204,Potential Loyalists,23,1,384.18
16205,Loyal Customers,31,4,751.03
16206,At Risk,55,4,537.0600000000001
16207,Potential Loyalists,25,1,394.38
16208,Potential Loyalists,45,2,664.26
16209,At Risk,89,5,2262.62
16210,Champions,2,17,21076.3
16211,Lost,89,1,547.02
16212,Potential Loyalists,19,2,690.34
16213,Lost,79,1,159.0
16214,Need Attention,171,3,1062.75
16215,Lost,81,1,242.35
16216,Lost,267,1,914.9300000000001
16217,Lost,235,2,304.25
16218,Loyal Customers,30,7,3084.68
16221,Loyal Customers,37,3,860.86
16222,Lost,318,1,773.5500000000001
16224,At Risk,57,4,1295.3
16225,Loyal Customers,45,5,1096.32
16226,Need Attention,203,3,255.12
16227,Lost,225,1,314.22
16229,At Risk,87,2,1010.6
16230,Lost,190,2,542.03
16232,Loyal Customers,44,4,990.88
16233,At Risk,71,3,536.6800000000001
16235,Loyal Customers,41,4,857.31
16236,Lost,78,1,432.2
16239,At Risk,57,2,414.2
16240,Potential Loyalists,24,2,3718.8
16241,Champions,10,13,2590.31
16242,Champions,8,7,3579.86
16243,Potential Loyalists,34,2,409.1
16244,Lost,212,2,1522.75
16245,Loyal Customers,24,3,1413.66
16247,Lost,170,1,114.56
16248,Lost,62,1,152.94
16249,At Risk,53,5,1800.07
16250,Lost,261,2,389.44
16253,At Risk,67,2,3683.86
16255,Champions,17,8,2619.91
16256,Lost,267,1,752.4300000000001
16257,Lost,177,1,46.95
16258,Loyal Customers,45,5,5203.51
16260,Potential Loyalists,51,1,1035.45
16261,Loyal Customers,17,4,728.54
16265,Champions,9,9,5447.0
16266,At Risk,74,7,861.89
16268,At Risk,71,2,667.65
16270,Lost,353,1,1141.24
16271,Loyal Customers,16,4,1389.64
16272,Lost,117,1,411.7
16274,Lost,373,1,331.55
16275,Lost,197,1,559.87
16276,Lost,177,1,810.6000000000001
16278,Lost,100,1,566.38
16279,Loyal Customers,21,3,1502.78
16281,Lost,72,1,2062.06
16282,Lost,340,1,168.3
16283,Champions,6,5,1569.11
16284,Potential Loyalists,31,2,812.68
16287,Lost,170,1,142.5
16292,Lost,122,1,302.25
16293,Loyal Customers,22,10,2248.9900000000002
16295,Loyal Customers,10,4,1328.55
16297,Lost,269,1,301.9
16298,Loyal Customers,23,3,598.2
16302,Lost,127,1,233.22
16303,Loyal Customers,26,3,5360.63
16305,Lost,139,1,361.21999999999997
16306,Need Attention,214,6,632.27
16308,Loyal Customers,38,4,2560.0
16309,At Risk,106,2,706.57
16311,Recent Customers,18,2,616.26
16313,Recent Customers,3,2,274.15000000000003
16315,Lost,331,1,226.37
16316,At Risk,64,8,2938.91
16317,At Risk,120,3,1341.65
16318,Potential Loyalists,35,1,328.15
16319,Lost,218,1,404.40000000000003
16320,Lost,172,2,1038.46
16321,At Risk,72,5,373.65000000000003
16322,Recent Customers,1,2,326.75
16323,Lost,196,1,207.50000000000003
16324,At Risk,128,3,408.59000000000003
16325,Loyal Customers,47,3,594.24
16326,Champions,6,14,3039.2200000000003
16327,Champions,14,6,3789.67
16330,Loyal Customers,18,3,251.91
16332,Loyal Customers,28,7,1582.8
16333,Champions,8,22,26626.8
16337,Potential Loyalists,37,1,151.05
16338,Lost,157,1,214.79999999999998
16339,Lost,284,1,94.05
16340,Lost,107,1,534.31
16341,Loyal Customers,25,4,1971.87
16342,At Risk,75,4,322.41
16343,Recent Customers,16,2,328.58
16344,Lost,158,1,101.10000000000001
16345,Potential Loyalists,44,1,565.46
16347,Recent Customers,11,2,847.45
16348,Loyal Customers,32,7,1413.31
16349,Lost,291,1,53.5
16350,Loyal Customers,21,4,1116.47
16351,Lost,333,1,153.9
16352,Recent Customers,18,2,494.44
16353,Champions,4,23,6675.71
16354,At Risk,63,2,395.8
16356,Need Attention,198,3,211.77
16357,Loyal Customers,33,3,658.88
16358,Loyal Customers,1,4,2027.5
16359,Champions,7,9,1750.92
16360,Champions,5,6,3450.41
16361,Loyal Customers,10,4,891.21
16362,Loyal Customers,32,5,709.99
16363,Lost,53,1,109.36000000000001
16364,Recent Customers,12,2,705.79
16365,Champions,18,9,1540.42
16366,Potential Loyalists,19,1,327.3
16367,Potential Loyalists,37,2,800.67
16368,Recent Customers,2,2,479.91
16369,Loyal Customers,18,3,1543.33
16370,At Risk,82,4,1301.91
16372,Potential Loyalists,33,2,355.73
16374,At Risk,66,2,458.78000000000003
16376,Recent Customers,9,2,974.96
16377,Lost,267,1,676.2
16378,Need Attention,247,3,362.95
16379,Loyal Customers,4,4,2157.4
16380,Lost,61,1,1743.1499999999999
16383,At Risk,75,2,643.76
16384,At Risk,90,2,584.5
16385,At Risk,60,3,554.86
16386,Potential Loyalists,29,2,302.57
16387,Lost,323,1,94.36
16389,At Risk,53,4,1382.07
16392,Lost,270,1,217.89
16393,Champions,2,13,3040.96
16394,At Risk,57,5,1555.34
16395,At Risk,61,5,1482.06
16398,Lost,154,2,1705.8
16399,Potential Loyalists,19,2,406.21999999999997
16400,Lost,95,1,303.93
16401,Champions,1,12,4098.32
16402,Lost,265,2,293.45
16403,Lost,312,1,177.5
16404,Lost,70,1,443.05
16405,Lost,302,2,167.25
16406,Potential Loyalists,19,1,154.35
16407,Champions,13,10,2079.68
16409,Loyal Customers,36,5,2022.98
16411,Potential Loyalists,19,2,211.7
16412,Lost,54,1,135.99
16413,Lost,57,1,262.2
16414,Potential Loyalists,22,2,126.25
16415,Potential Loyalists,44,1,200.27
16416,Loyal Customers,27,3,1051.4
16418,Loyal Customers,45,3,631.12
16419,At Risk,113,6,958.71
16422,Champions,17,51,34684.4
16423,Potential Loyalists,25,1,346.12
16424,Lost,191,1,133.56
16425,Lost,302,1,302.7
16426,Champions,2,10,1863.76
16427,Lost,263,2,241.06
16429,Lost,106,1,284.55
16430,Lost,57,1,300.85
16431,Need Attention,213,3,623.28
16432,Lost,64,1,287.4
16433,Potential Loyalists,28,1,184.26
16434,Loyal Customers,29,7,1511.8
16438,Champions,6,5,798.35
16440,Champions,8,5,3640.67
16441,At Risk,67,2,381.2
16442,Loyal Customers,2,3,609.3
16444,Loyal Customers,46,4,654.67
16445,Potential Loyalists,34,1,230.51
16446,Recent Customers,1,2,168472.5
16447,Lost,136,1,255.91
16448,Lost,198,1,182.99
16449,Lost,198,2,707.69
16450,Lost,150,1,311.92
16451,Lost,88,1,266.97
16454,Lost,64,1,5.9
16455,At Risk,64,7,1841.18
16456,At Risk,99,5,2158.18
16457,Lost,218,1,208.36
16458,Champions,3,18,3482.7400000000002
16460,Loyal Customers,28,3,811.23
16461,Lost,178,1,142.92
16462,At Risk,74,3,136.0
16463,Loyal Customers,21,4,1422.4
16464,Loyal Customers,20,3,1298.66
16466,Loyal Customers,34,7,1595.96
16468,Lost,74,1,74.9
16469,Loyal Customers,24,4,625.42
16470,At Risk,52,4,752.77
16471,Lost,275,1,223.95000000000002
16473,Need Attention,165,3,316.11
16474,Champions,7,7,1810.49
16475,At Risk,88,4,544.3
16477,At Risk,64,7,2494.46
16478,Loyal Customers,25,3,331.0
16479,Recent Customers,10,2,300.83
16480,Lost,76,1,769.29
16482,Recent Customers,16,1,220.62
16483,Lost,192,1,139.35
16484,Lost,174,2,404.3
16485,Lost,77,1,363.65
16488,Loyal Customers,33,3,498.8
16491,Potential Loyalists,47,1,731.5
16493,At Risk,80,4,1351.63
16494,Lost,297,1,826.53
16495,Loyal Customers,3,3,648.26
16496,Loyal Customers,9,3,1599.52
16497,Loyal Customers,50,6,2965.69
16498,Lost,161,2,100.97
16499,Lost,360,2,365.45
16500,Champions,5,6,400.86
16503,At Risk,107,4,1431.93
16504,Potential Loyalists,25,1,465.88
16505,Potential Loyalists,32,1,777.6
16506,Potential Loyalists,20,2,90.30000000000001
16509,Lost,297,1,363.7
16510,Lost,372,1,248.1
16511,Loyal Customers,22,3,916.33
16513,Loyal Customers,5,4,874.59
16515,At Risk,52,5,1624.14
16516,Potential Loyalists,30,1,101.69999999999999
16517,Lost,277,1,162.7
16518,At Risk,61,2,484.32
16519,Potential Loyalists,25,2,212.98
16520,Need Attention,186,3,1046.57
16523,Champions,2,21,9418.470000000001
16525,Champions,2,26,13027.45
16526,Lost,172,1,290.36
16527,Lost,81,1,228.06
16528,Recent Customers,4,1,244.41
16529,Lost,190,1,455.25
16531,Loyal Customers,22,7,1244.59
16532,Loyal Customers,18,3,6748.8
16533,Loyal Customers,19,3,1082.81
16535,Recent Customers,5,1,593.75
16536,Lost,110,1,548.12
16539,Loyal Customers,3,4,1388.81
16542,Lost,54,1,119.62
16545,Lost,165,1,339.3
16546,Lost,291,2,787.15
16549,Champions,10,10,4034.9
16550,At Risk,109,5,2298.97
16551,At Risk,96,3,922.12
16552,Lost,243,2,379.73
16553,Need Attention,163,12,5719.82
16554,Loyal Customers,42,3,837.1
16555,Potential Loyalists,35,2,285.89
16556,At Risk,67,7,3313.79
16557,Potential Loyalists,24,2,281.85
16558,Champions,1,20,8338.49
16560,Potential Loyalists,27,2,841.41
16561,Recent Customers,6,2,511.12
16563,Lost,54,1,1077.74
16565,Lost,364,1,173.7
16566,Champions,15,5,614.66
16567,Lost,194,2,865.6
16569,Recent Customers,3,1,124.2
16570,Champions,15,10,3738.4
16571,Loyal Customers,27,3,1421.69
16572,At Risk,127,3,1009.6
16573,At Risk,85,2,663.61
16574,Lost,71,1,451.44
16581,Lost,183,1,105.84
16582,Lost,113,1,313.62
16583,Lost,374,1,233.45
16584,At Risk,80,2,936.08
16586,Lost,249,1,463.95
16587,Lost,232,1,225.15
16589,At Risk,71,3,459.24
16591,At Risk,69,1,213.5
16592,Champions,4,16,4113.68
16593,Loyal Customers,51,3,330.03
16594,At Risk,75,1,181.09
16595,At Risk,61,1,360.16
16596,Recent Customers,16,2,250.15
16597,Recent Customers,4,1,90.04
16598,Lost,286,1,145.04999999999998
16600,Champions,4,6,813.52
16601,Potential Loyalists,41,1,241.53
16602,Potential Loyalists,36,1,528.08
16603,At Risk,75,2,482.47
16607,Champions,18,14,3347.71
16609,Champions,15,7,5493.46
16610,Lost,219,1,75.66
16611,Lost,186,1,129.49
16612,Loyal Customers,33,4,1187.66
16613,At Risk,70,1,618.59
16614,Lost,183,1,506.19
16616,Recent Customers,15,2,500.42
16617,Lost,236,1,151.85
16618,Loyal Customers,31,5,2647.59
16619,Lost,264,1,226.21
16620,Recent Customers,4,2,178.96
16621,At Risk,52,4,813.48
16623,Lost,246,1,129.45
16624,At Risk,81,2,810.5699999999999
16625,Lost,275,1,333.08
16626,Champions,1,17,4413.1
16627,At Risk,79,1,322.8
16628,Loyal Customers,30,5,2188.05
16629,At Risk,74,2,408.63
16633,Champions,17,6,2883.1
16634,Lost,223,2,217.9
16637,Loyal Customers,32,4,1154.47
16638,Loyal Customers,23,10,1680.72
16639,Loyal Customers,31,3,1257.51
16641,At Risk,106,1,231.10000000000002
16642,Recent Customers,5,2,688.33
16643,Lost,246,1,487.51
16644,Lost,178,2,833.78
16647,Lost,170,2,214.06
16648,Potential Loyalists,43,1,290.65999999999997
16650,At Risk,72,1,518.42
16652,At Risk,59,7,6773.97
16653,Recent Customers,16,2,1212.66
16654,At Risk,141,4,601.27
16655,Champions,18,6,3789.52
16656,Loyal Customers,22,15,8625.8
16657,Loyal Customers,10,4,874.43
16658,Lost,368,1,123.24
16659,Lost,189,1,39.12
16660,Loyal Customers,16,4,1267.6499999999999
16665,Lost,362,1,135.39999999999998
16666,Potential Loyalists,19,1,118.98
16667,At Risk,68,2,567.1800000000001
16668,Champions,15,6,306.71999999999997
16669,Potential Loyalists,24,2,1344.48
16670,Champions,17,11,4095.9
16671,Loyal Customers,28,3,1692.27
16672,Champions,2,20,8134.9400000000005
16674,At Risk,55,2,304.24
16676,Loyal Customers,34,4,1592.1200000000001
16678,Champions,3,12,3109.99
16679,Lost,366,1,129.75
16680,Potential Loyalists,43,1,183.7
16681,At Risk,73,6,1770.34
16682,Champions,5,5,1028.0
16684,Champions,4,28,66653.56
16685,At Risk,61,2,324.24
16686,Loyal Customers,47,7,2959.88
16688,Loyal Customers,1,4,1260.86
16689,At Risk,76,2,422.59999999999997
16690,At Risk,72,2,225.57999999999998
16692,Lost,256,2,1126.0
16693,At Risk,69,2,477.86
16696,At Risk,135,4,657.9000000000001
16697,Lost,241,1,112.75
